微博id,用户id,内容,创建时间,点赞数,评论数,转发数,是否原创
4497224577064166,7290404537,我为蔡徐坤超话贡献10影响力，超话目前还差4636033影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-04-24,0,0,0,0
4497224417357587,7290404537,蔡徐坤游泳池超话 4-24积分#蔡徐坤 青你2制作人代表# ,2020-04-24,0,21,0,0
4496799253688818,7290404537,蔡徐坤游泳池超话  4-23积分 ,2020-04-23,0,21,0,0
4496436869478620,7290404537,蔡徐坤游泳池超话 4-22积分 ,2020-04-22,0,20,0,0
4496072489685762,7290404537,蔡徐坤游泳池超话 4-21积分 ,2020-04-21,0,22,0,0
4495711763111352,7290404537,蔡徐坤游泳池超话 4-20 ,2020-04-20,1,32,0,0
4495359080856788,7290404537,蔡徐坤游泳池超话 4-19 ,2020-04-19,0,21,0,0
4495199197304424,7290404537,我为蔡徐坤超话贡献196影响力，超话目前还差79769影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-04-18,0,0,0,0
4510959756608936,7249230086,🎉 按时长大！叮！🎉 #六一儿童节# ,2020-06-01,0,0,0,0
4519437040316775,7249230086,蔡徐坤游泳池超话积分积分 ,2020-06-24 21:12:42,0,3,0,0
4519001298033345,7249230086,蔡徐坤游泳池超话积分积分要互捞的记得带链接哦 ,2020-06-23,1,7,0,0
4518703292836280,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差3897243影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518703285418672,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差3899280影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518703272486139,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差3900273影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518605779615409,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差6808568影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518605766992234,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差6810505影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518605749938940,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差6811146影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518605742733365,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差6812007影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4518605724949724,7249230086,我为蔡徐坤超话贡献66影响力，超话目前还差6812197影响力超越上一名！戳这里→网页链接 ~跟我一起打榜应援爱豆提升排名吧~ ,2020-06-22,0,0,0,0
4492965009671196,6892834054,转发微博,2020-04-12,0,0,0,1
4491894757346000,6892834054,//@蔡徐坤:缅怀同胞，铭记英雄。,2020-04-09,0,0,0,1
4491894740916908,6892834054,转发微博,2020-04-09,1,0,0,1
4491894728091041,6892834054,//@蔡徐坤:Home🌳,2020-04-09,0,0,0,1
4491894673105452,6892834054,//@蔡徐坤:家一直在！,2020-04-09,0,0,0,1
4491894593246882,6892834054,//@蔡徐坤:家一直在！,2020-04-09,0,0,0,1
4491894531212341,6892834054,//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们,2020-04-09,0,0,0,1
4491894183142034,6892834054,//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们,2020-04-09,0,0,0,1
4490296048055189,6892834054,蔡徐坤游泳池超话青春有你@蔡徐坤 珠海 ,2020-04-05,1,11,0,0
4487941499413448,6892834054,转发微博,2020-03-29,1,0,0,1
4519453175330991,6582087265,我参与了@AAA大笨猫 发起的投票【蔡徐坤 cxk 巨C】，我投给了“舞台王者”这个选项，你也快来表态吧~,2020-06-24 22:12:45,0,0,0,1
4519437023883250,6582087265,#艾热#周五记得要看跑男哟！期待蔡徐坤撕名牌 ,2020-06-24 21:12:45,0,0,0,0
4519436616761639,6582087265,学到了，学到了。,2020-06-24 21:12:45,0,0,0,1
4519434184157299,6582087265,一点都不好笑❗❗❗,2020-06-24 20:12:45,1,0,0,1
4519425539532031,6582087265,🙏🙏🙏🙏🙏,2020-06-24 20:12:45,0,0,0,1
4519425313321450,6582087265,//@总司sama_K优恩:都是因为小困争气，爱困的饭圈成长得好,2020-06-24 20:12:45,0,0,0,1
4519424516394116,6582087265,我参与了@August_紫菜包饭 发起的投票【奔跑吧蔡徐坤 cxk 巨c 动感地带合伙人】，我投给了“睡衣一脸懵小葵”这个选项，你也快来表态吧~,2020-06-24 20:12:45,0,0,0,1
4519424353125061,6582087265,不会忘的//@全世界爱小猪第一名:不要忘记epc“团粉”是怎么坑蔡徐坤和爱困的,2020-06-24 20:12:45,0,0,0,1
4519424147775514,6582087265,UP UP,2020-06-24 20:12:45,0,0,0,1
4519416770006411,6582087265,转发微博,2020-06-24 19:12:45,0,0,0,1
4492136470340131,6242181166,久匠纹眉超话   北京拼嘛 ,2020-04-10,1,2,0,0
4460253695316110,6242181166,3,2020-01-13,0,0,0,1
4460253674935224,6242181166,2,2020-01-13,0,0,0,1
4460253648961286,6242181166,1,2020-01-13,0,0,0,1
4460253619818220,6242181166,转发微博,2020-01-13,0,0,0,1
4453022669090547,6242181166,蔡徐坤游泳池超话   今日积分滴滴滴滴滴  带链接噢 ,2019-12-24,0,5,0,0
4453022178439479,6242181166,我已使用5积分红包为蔡徐坤超话打榜成功，目前超话在明星星光榜排名No.1！快来和我一起抢积分红包吧，还有机会获得补签卡噢~领红包戳蔡徐坤超话的积分红包 ,2019-12-24,0,0,0,0
4452773988553254,6242181166,我为蔡徐坤超话贡献45影响力，超话目前在明星超话榜No.1！戳这里→网页链接 ~跟我一起打榜应援爱豆抢占封面吧~ ,2019-12-23,0,0,0,0
4452773858899281,6242181166,蔡徐坤游泳池超话  捞捞偶    积分 ,2019-12-23,0,4,0,0
4452582833992632,6242181166,蔡徐坤游泳池超话 滴滴滴积分 ,2019-12-23,0,6,0,0
4519645823942227,5750111375,转发微博,2020-06-25 10:12:47,0,0,0,1
4519631294983899,5750111375,就很good,2020-06-25 09:12:47,0,0,0,1
4519626686231446,5750111375,转发微博,2020-06-25 09:12:47,0,0,0,1
4519621820766118,5750111375,转发微博,2020-06-25 09:12:47,0,0,0,1
4519473548489918,5750111375,?????咩鬼☠,2020-06-24 23:12:49,0,0,0,1
4519473341800659,5750111375,蔡徐坤游泳池超话捞一捞咯 ,2020-06-24 23:12:49,0,9,0,0
4519473216283320,5750111375,🐎,2020-06-24 23:12:51,0,0,0,1
4519473090565630,5750111375,转发微博,2020-06-24 23:12:51,0,0,0,1
4519473048487777,5750111375,转发微博,2020-06-24 23:12:51,0,0,0,1
4519473035800306,5750111375,转发微博,2020-06-24 23:12:51,0,0,0,1
4518715201509756,6531540402,//@思思想养一只猫:vd帮扩,2020-06-22,0,0,0,1
4514715312027914,6531540402,转发微博,2020-06-11,0,0,0,1
4507873255833110,6531540402,转发微博,2020-05-23,0,0,0,1
4504345356339119,6531540402,//@网友小葵:本安慕希品牌全球代言人蔡徐坤的粉丝转发存一下这次事件的复盘好了🤗,2020-05-14,0,0,0,1
4494074024899032,6531540402,转发微博,2020-04-15,0,0,0,1
4492807710782552,6531540402,太厉害了吧,2020-04-12,0,0,0,1
4492143718157948,6531540402,自古深情留不住，常来打榜得人心！快来全新升级的#亚洲新歌榜#为@蔡徐坤 的新歌Home-蔡徐坤 加油助威！ 岳阳 ,2020-04-10,0,0,0,0
4491572026508972,6531540402,//@蔡徐坤:Home🌳,2020-04-08,0,0,0,1
4489159811442826,6531540402,转发微博,2020-04-02,0,0,0,1
4514730893703918,7328944311,转发微博,2020-06-11,0,0,0,1
4492927574984193,7328944311,转发微博,2020-04-12,1,1,0,1
4492927532827715,7328944311,蔡徐坤游泳池超话花花世界，静守己心！夏天来了 珠海 ,2020-04-12,0,22,0,0
4491885731556976,7328944311,//@蔡徐坤:缅怀同胞，铭记英雄。,2020-04-09,1,0,0,1
4491885714685073,7328944311,转发微博,2020-04-09,0,0,0,1
4491885701670723,7328944311,//@蔡徐坤:Home🌳,2020-04-09,0,0,0,1
4491885626620060,7328944311,//@蔡徐坤:家一直在！,2020-04-09,0,0,0,1
4491885609617331,7328944311,//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们,2020-04-09,0,0,0,1
4491885324681204,7328944311,//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们,2020-04-09,0,0,0,1
4490320319941347,7328944311,蔡徐坤游泳池超话青春有你@蔡徐坤  珠海 ,2020-04-05,0,13,0,0
4486121423774406,5647440925,欠我的钱都不用还了，帮我爱豆@蔡徐坤 @佟丽娅 的山河无恙在我胸 打榜就行！#亚洲新歌榜# ,2020-03-24,0,0,0,0
4483865433007768,5647440925,转发微博,2020-03-18,0,0,0,1
4443934572608571,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-29,0,0,0,0
4442425570913086,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-25,0,0,0,0
4441092386529538,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-21,0,0,0,0
4440413093696208,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-19,0,0,0,0
4440071509677511,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-18,0,0,0,0
4439725953720944,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-17,0,0,0,0
4439145298235322,5647440925,我正在分享蔡徐坤超话超话的积分红包，拆红包领免费积分，跟我一起应援蔡徐坤提升排名吧~！蔡徐坤超话的积分红包 ,2019-11-16,0,0,0,0
4519337312577081,6768593071,转发微博,2020-06-24 14:13:03,0,0,0,1
4519337290910813,6768593071,我参与了@迷失独角兽 发起的【#蔡徐坤粉丝公益接力# 蔡徐坤 cxk ikun】，我投给了“#奔跑吧蔡徐坤#”这个选项，你也快来表态吧~,2020-06-24 14:13:04,0,0,0,1
4519337262428983,6768593071,我参与了@迷失独角兽 发起的【#蔡徐坤粉丝公益接力# 蔡徐坤 cxk ikun】，我投给了“#蔡徐坤粉丝应援#”这个选项，你也快来表态吧~,2020-06-24 14:13:04,0,0,0,1
4519337233566495,6768593071,我参与了@蔡徐坤同学了解一下 发起的【蔡徐坤 cxk #奔跑吧蔡徐坤#】，我投给了“可爱大白菜”这个选项，你也快来表态吧~,2020-06-24 14:13:04,0,0,0,1
4519337199297006,6768593071,我参与了@蔡徐坤同学了解一下 发起的【蔡徐坤 cxk #奔跑吧蔡徐坤#】，我投给了“素颜无敌睡衣美少年”这个选项，你也快来表态吧~,2020-06-24 14:13:04,0,0,0,1
4519337140250779,6768593071,转发微博,2020-06-24 14:13:04,0,0,0,1
4519337115766396,6768593071,转发微博,2020-06-24 14:13:04,0,0,0,1
4519336809310202,6768593071,转发微博,2020-06-24 14:13:04,0,0,0,1
4519336692232857,6768593071,转发微博,2020-06-24 14:13:04,0,0,0,1
4519336666594370,6768593071,转发微博,2020-06-24 14:13:04,0,0,0,1
4515653345759460,6986187403,#蔡徐坤了解一下[超话]#6.14积分贴 ,2020-06-14,0,3,0,0
4512188050610133,6986187403,分享@蔡徐坤 的@绿洲 动态：久违了 发带～绿洲 ,2020-06-04,2,0,0,0
4511478756236068,6986187403,#蔡徐坤了解一下[超话]#积分贴 ,2020-06-02,0,3,0,0
4510312563181301,6986187403,有无姐妹帮我打卡一下 ,2020-05-30,0,0,0,0
4498686183171094,6986187403,五月致敬最可爱的工作者们，#微博送3888元红包#快戳网页链接领取~ ,2020-04-28,0,0,0,0
4497654086151325,6986187403,#蔡徐坤了解一下[超话]#积分 ,2020-04-25,0,0,0,0
4495698445839198,6986187403,蔡徐坤工作室超话积分贴 ,2020-04-20,0,0,0,0
4495698411800936,6986187403,#全世界最好的蔡徐坤[超话]#积分贴 ,2020-04-20,0,0,0,0
4492545251621617,6986187403,火锅组合超话4.11积分贴 ,2020-04-11,1,4,0,0
4492545193153859,6986187403,奎葵超话积分贴啦 ,2020-04-11,0,7,0,0
4519463179468457,2599705043,#法老 永失我老杨#粉丝心累，莫名其妙被cue被揭开伤疤的是蔡徐坤，黄泉路人就不要说风凉话了谢谢 ,2020-06-24 22:13:06,57,2,0,0
4519394241954834,2599705043,#杨和苏 随便cue一下又怎么了#这三观我也是服了，真性情不是没素质。望周知 ,2020-06-24 18:13:06,0,0,0,0
4519387711162557,2599705043,没骂你啊，只是开开玩笑而已啊。你不是真性情吗？大家开心就好是不是？,2020-06-24 17:13:06,0,0,0,1
4519385946356253,2599705043,#杨和苏 随便cue一下又怎么了#我只希望大家不要落井下石，毕竟刀子没有插到自己身上所以不知道痛，希望大家能多一点善意吧，蔡徐坤没有惹到你们吧。他好不容易终于释然了，不希望他再受到这些莫须有的伤害。 ,2020-06-24 17:13:06,10,1,0,0
4519332686411697,2599705043,奎葵超话互捞带链接谢谢 ,2020-06-24 14:13:06,0,25,0,0
4519105824182225,2599705043,#蔡徐坤了解一下[超话]#互捞带链接谢谢 ,2020-06-23,0,19,0,0
4518904623689981,2599705043,好看,2020-06-23,0,0,0,1
4518764428999883,2599705043,太甜了,2020-06-22,0,0,0,1
4518764186864432,2599705043,越来越会蛊人,2020-06-22,0,0,0,1
4518763841459761,2599705043,太帅了太苏了,2020-06-22,0,0,0,1
4519444053455411,5573397816,转发微博,2020-06-24 21:13:07,0,0,0,1
4519229833400291,5573397816,蔡徐坤游泳池超话蔡徐坤游泳池超话6.24积分贴 带链接互捞  ikun一起努力加油就没有做不到的事 以前那么难我们都熬过来了 会越来越好的 所以我们加油吧 ,2020-06-24 12:13:07,0,25,0,0
4519042323272872,5573397816,转发微博,2020-06-23,0,0,0,1
4519003803082737,5573397816,转发微博,2020-06-23,0,0,0,1
4518925490064725,5573397816,转发微博,2020-06-23,0,0,0,1
4518925117891540,5573397816,转发微博,2020-06-23,0,0,0,1
4518925088463845,5573397816,转发微博,2020-06-23,0,0,0,1
4518922890802469,5573397816,转发微博,2020-06-23,0,0,0,1
4518921442756205,5573397816,转发微博,2020-06-23,0,0,0,1
4518901537250893,5573397816,转发微博,2020-06-23,0,1,0,1
4483948790787758,6509278477,蔡徐坤超话,2020-03-18,1,2,0,1
4473076463412250,6509278477,超美蔡徐坤超话,2020-02-17,4,2,0,1
4470723416391308,6509278477,我在蔡徐坤新歌首发超话等级达到LV.8，获得忠实粉丝头衔，小伙伴们快来加入超话一起聊聊吧！超话传送门→蔡徐坤新歌首发超话 ,2020-02-11,1,0,0,0
4470450837307225,6509278477,美死了蔡徐坤超话,2020-02-10,5,0,0,1
4469883242948272,6509278477,嘿buddy~来的正是时候！任嘉伦超话是我最近感兴趣的地儿，来跟我一起来聊聊吧！就现在！戳这里→任嘉伦超话 ,2020-02-09,0,0,0,0
4469860987892226,6509278477,md想死你了,2020-02-09,0,0,0,1
4467866977539609,6509278477,我在蔡徐坤壁纸无水印超话等级达到LV.8，获得忠实粉丝头衔，老铁双击666，来 蔡徐坤壁纸无水印超话与我畅聊吧！ ,2020-02-03,2,0,0,0
4466099011626984,6509278477,哎呦，不错哦！我在蔡徐坤资源超话荣升LV.7等级，获得了活跃粉丝头衔！想和我一样晋级么？~ 想知道就来蔡徐坤资源超话跟我聊聊吧~ ,2020-01-29,1,0,0,0
4466098969532808,6509278477,叮咚！我是今日份的小奖章！我在奎葵超话等级达到LV.8，获得忠实粉丝头衔，想知道我是怎么获得的吗？来奎葵超话找我聊聊吧~ ,2020-01-29,0,0,0,0
4498246166244850,5309058486,转发微博,2020-04-27,0,0,0,1
4495759166161868,5309058486,转发微博,2020-04-20,0,0,0,1
4495759158412767,5309058486,转发微博,2020-04-20,0,0,0,1
4495759149562462,5309058486,转发微博,2020-04-20,0,0,0,1
4495759141963855,5309058486,转发微博,2020-04-20,0,0,0,1
4495759133520695,5309058486,转发微博,2020-04-20,0,0,0,1
4495759124928246,5309058486,转发微博,2020-04-20,0,0,0,1
4495798589352333,3563301530,转发微博,2020-04-20,0,0,0,1
4519418472991028,3563301530,转发微博,2020-06-24 19:13:25,0,0,0,1
4519383668242308,3563301530,转发微博,2020-06-24 17:13:25,0,0,0,1
4519382640058508,3563301530,转发微博,2020-06-24 17:13:27,0,0,0,1
4519377137528912,3563301530,#杨和苏 随便cue一下又怎么了#杨和苏有病吧wok绝了，真是事不关己高高挂起，等有一天有人拿你开玩笑了看你能不能不介意，就是开开玩笑而已？录nmd节目跟蔡徐坤有半毛钱关系吗？ ,2020-06-24 17:13:27,17,4,0,0
4519361089604039,3563301530,转发微博,2020-06-24 16:13:27,0,0,0,1
4519287736617829,3563301530,转发微博,2020-06-24 12:13:27,0,0,0,1
4519246196045302,3563301530,转发微博,2020-06-24 12:13:27,1,0,0,1
4519078033049987,3563301530,我笑死了,2020-06-23,0,0,0,1
4510743192646581,3952817986,我在微博购买了5份 @蔡徐坤  的高品质正版单曲《情人》，同时为这首歌在#亚洲新歌榜# 冲榜！用实际行动支持好音乐，你也来加入吧！ 情人—蔡徐坤 ,2020-05-31,0,0,0,0
4510009080504514,3952817986,@蔡徐坤 我在安慕希#奔跑吧#能量榜为你送出能量卡，助你热血开跑！ 奔跑吧安慕希奔跑能量榜 ,2020-05-29,0,0,0,0
4483133942957588,3952817986,#新浪UP榜#来新浪新闻参与#我最pick的全能导师#活动，为你的爱豆投票，即有机会喜提签名照or周边啦！  我最pick的全能导师 ,2020-03-16,0,0,0,0
4465360336229207,3952817986,#粉丝认证号#我刚刚领取了#蔡徐坤##粉丝认证号#No.0010079，马上领取粉丝认证号，官方盖章你值得拥有！粉丝认证号：蔡徐坤 ,2020-01-27,0,0,0,0
4463454607621645,3952817986,翻转开运卡，马上有红包！我刚刚获得了@让红包飞 送出的现金红包。集齐6种开运卡，除夕瓜分1亿红包！一起来玩呀~ 戳此#集卡开鸿运# >> 新年开运卡 ,2020-01-22,0,0,0,0
4463454394204125,3952817986,#集卡开鸿运# ，好运一整年！我收到了@携程旅行网  送我的#招财运#，喜欢这份特别的礼物~集齐6种开运卡，除夕瓜分1亿红包！想要？一起来玩呀~ 戳 >> 新年开运卡 ,2020-01-22,0,0,0,0
4463092693922014,3952817986,#集卡开鸿运# ，好运一整年！我收到了@刷宝短视频  送我的#平安运#，喜欢这份特别的礼物~集齐6种开运卡，除夕瓜分1亿红包！想要？一起来玩呀~ 戳 >> 新年开运卡 ,2020-01-21,0,0,0,0
4462951043849467,3952817986,翻转开运卡，马上有红包！我刚刚获得了@TFBOYS-王俊凯 送出的现金红包。集齐6种开运卡，除夕瓜分1亿红包！一起来玩呀~ 戳此#集卡开鸿运# >> 新年开运卡 ,2020-01-20,0,0,0,0
4462950913813877,3952817986,#集卡开鸿运# ，好运一整年！我收到了@刷宝短视频  送我的#招财运#，喜欢这份特别的礼物~集齐6种开运卡，除夕瓜分1亿红包！想要？一起来玩呀~ 戳 >> 新年开运卡 ,2020-01-20,0,0,0,0
4461355618783537,3952817986,#集卡开鸿运# ，好运一整年！我收到了@刷宝短视频  送我的#平安运#，喜欢这份特别的礼物~集齐6种开运卡，除夕瓜分1亿红包！想要？一起来玩呀~ 戳 >> 新年开运卡 ,2020-01-16,0,0,0,0
