id,label,fans_num,follow_num,description
5693470962,侃侃乐哈哈,18239,3563,娱乐博主 头条文章作者
5984312045,论金解套-李骏,121217,4894,财经博主
5997421510,一念之间1号2043,142,341,
6070148395,红红火火73571,107,164,
6710803397,艾美禄杨雪艳,441829,233,丰胸达人
6304170156,思图qq516632533,53,193,
7029983537,用户17625209456,4,88,
5764589236,缠中忆缠,142,23,身在缠中，焉能悟缠。
7014759277,随缘退网中10229,42,90,
6827516572,股票陆尼玛-··,71,1290,财经博主
6867572796,·股票陆尼玛-推股室,46,760,私信888领取牛股
7009785996,用户7009785996,40,257,
6778680349,用户6778680349,28,151,
6402651083,9wwwW_,335,3136,莫等闲 白了少年头
7005666337,用户7005666337,41,179,
7008192922,用户7008192922,24,22,
6627268586,寻求正义123,1243,9121,热爱祖国，公正正义
6608014491,周龙38918,284,81,
5593366222,云96127,902,3166,相信自己，
6891547922,用户6891547922,36,192,没什么非你不可，也没什么不可失去。愿意留下来的人，就好好相处，彼此言信；想要远走的，就挥挥手说声抱歉，恕不远送。
3996637938,君君私人衣橱,723,1211,有一种陪伴，虽然不言语，却感动生命。有一种守望虽然都无声，却温暖心灵。长久的感情总品一盏茶，洗去尘埃，洗去沧桑，洗去虚情假意。
2186165713,章丘玉杰的世界,662,4214,
6859574970,车联网凯利亚美合作伙伴,577,11710,车联网~国家十三五规划重点项目~~凯利集团携手广州亚美打造安全出行，智能交通，数据开放，C端开放！超级大数据平台！欢迎参与凯利亚美的平台建设。
6218476881,我是女侠哥,694,4650,
6430152372,安楠·,1182448,2706,北京齐智投资咨询有限公司 CEO
5231099272,空气补给者2011缘,966,2645,
1784523971,MorningStar微博,184,166,有过的生活如此珍贵
6676921003,用户6676921003,4,35,
1240326047,一步半个脚印999,14,13,
6867029095,了悟趋势9531,362,419,
1080625273,小闹200,41,185,
6793471394,影视宣传201839,65,215,0
5282157466,sam1581319,13,16,
7202197631,ihRT6-志在千tlt,46,2713,
7039666047,厥硕褂都乃427,45,4915,
7076047681,恫叶圃春际157,32,1815,
6868248980,用户3507338537,41,3102,
6868248050,用户3507238213,50,3055,
6649663874,鈊嗳你_lani7,142,4495,
6850792063,孤单仰集洁_iyhk,150,4120,
6852360250,思恋马扣宾_tgcy,170,4938,你曾经是我最想要的，但你似乎从来都不需要我。我想就是因为这样，我放弃了你。
6651836137,魂牽衾_IONOY_GXY,81,1532,
6638431915,墨初_obin,145,4915,
6578494123,餺不佶_bebe,131,3790,
6652208282,扌巨纟色_aprilsong,55,1236,
6640775865,葬花吟_appleabc,59,1389,
6964525356,还enNsnowinrain,105,2851,
6863528708,TBU扇菅,127,2455,
3288522363,好好好好05,1659,5002,
6370850645,謃力正版电玩城游戏中心,71,283,诚信，威信：ni1906724794
6580625307,祝茨linFI,127,4810,
6152136037,翡翠人生-,22,136,翡翠工厂一条龙，批发。
6286919127,琅琊刀剑客,306,630,农业  农村  饲料  豆粕
1106313480,天王星6571,1089,3076,时尚女装
6340024249,安静的心1234,335,1882,
6631680530,雪绒10185,37,92,
2792148787,面具爱人_1987,11,30,
6923125121,全无敌111111,48,4478,努力!拼搏!
6921890682,o_c_i_a_n_d_e_l_a_-,64,4481,谨言 禁言
7075600441,颓遮济箍司412,28,2099,
7011006769,啡雍形餐蹿613,58,4835,
6626012992,木槿___Dr,139,4930,
6607914734,用户2189092069,74,3308,
6711611047,用户7338580787,88,2978,
6871109528,炭黑缠_b0eh,78,4908,
6639293199,夏殇_Shine,183,4909,
6636337942,捂耳听风_kittysu,144,4930,
6640764049,东邪西毒_candyleee77,63,1572,
6631384677,墨染城_jihaoran,161,3959,
6744748597,用户6744748597,99,1330,
6792899787,用户0397111548,4,507,
6366749514,从深爱到敷衍-刘禹希clear,273,3348,
6395505840,epower滨,110,71,
6577430678,转极的道干子遥胜action,176,4946,
6571763457,用户8666805337,146,4892,
6577167233,冷月_yourself,127,4862,
6607751407,用户2163970393,98,4896,
6698598313,Owil仁,129,304,人生下来不是为了抱着锁链，而是为了解开双翼；不要再有爬行的人类。我要幼虫化成蝴蝶，我要蚯蚓变成活的花朵，而且飞舞起来。
6699106057,夏冰冰iCy鸿,203,4270,人之所以能，是相信能。
2778514921,珠峰上的水郦峹,85,1184,为何你拿着我的旧船票，上了他的破船。
6695036025,梅越青v,112,85,精神象乳汁一样是可以养育的，智慧便是一只乳房。
6642100578,stone十七岁鸥,628,185,冬天已经到来，春天还会远吗？--雪莱
6642100526,别让幸福等的太久翔,118,326,
6679396913,syshy会,154,2805,第一个青春是上帝给的；（名人名言 www.shszc.com）第二个的青春是靠自己努力的。
2321278505,ColorsM_Mili,117,81,人生的价值，并不是用时间，而是用深度去衡量的。
6503521172,an安妮骋,115,236,
6605571060,孙尤民彪,224,265,
3222035290,学会投资,3859,2751,一生做好三件事：会选择，能坚持，懂珍惜。
7040114184,睾厍谈识湃458,31,4647,
6640795319,嫣然一笑_elanet,90,2088,
6640828060,夏若年_sdonline,61,1404,
6785941034,最大_zfyv,112,4905,
6607022677,用户2109380396,135,4774,
6628864589,欲言又止_HONEY,168,4920,
6632447163,薄荷_AngelaLux,102,1930,
6872149670,285341487yan,20,708,
1743779731,chiakiraya,132818,593,知名体育博主
1211017444,搞笑show,2116209,6221,搞笑幽默博主 搞笑show超话主持人 搞笑视频自媒体
1662018567,天天种草推荐,724097,72,知名搞笑幽默博主
1764452651,傅蔚冈,1502853,1361,上海金融与法律研究院研究员 微博签约自媒体
3028215832,娱扒爷,3020883,237,娱乐综艺视频自媒体
5209478895,扒圈小猪,3060362,747,知名娱乐博主
3695013654,我是马男Bojack,2348173,152,微博知名情感帐号
6101764818,芒果捞扒哥,3479551,475,知名娱乐博主
6401080494,奥宝宝,8654,115,美妆博主 微博VLOG博主
1939419914,车少话车,2190371,370,资深汽车达人 微博汽车视频帐号 汽车视频自媒体
1353879573,期货老司机,15210,589,知名财经博主
1985532625,雨梦图文馆,180158,376,知名情感博主
1824603365,旅游曝光君,355072,952,旅游博主 旅行视频自媒体 旅游出行答主
5043928492,宝宝取名字起名开运师,1065258,8981,星座命理博主
5927838165,TomHolland资讯站,805494,130,TomHolland超话主持人
2359950584,抑郁症婚姻家庭情感咨询心理医生,2749088,301,国家一级心理咨询师
5801863641,GW子顾,1769,629,旅游博主 全球精英摄影超话主持人 头条文章作者
5532150957,是你的李同学,188060,110,美妆博主 微博原创视频博主
2025167033,去梅阿查看米兰德比,284,167,
5172843865,小林是李昀锐,1883680,244,演员、歌手
1853864685,Jester_CC,180,2961,
6021128411,慕娜兰乁,57,715,感情就像一杯烈酒当被第一个人打翻后你只能掺些水再献给第二个人.
5774941757,花蕊劈做联,71,775,
6019654965,myra_B,194,2056,最好别入了我眼磨光我耐心我容易杀了你.
1400959263,哈里路亚001_174,117,1439,
3793297380,沃冷笑伊,216,2853,我愿意保留我的俗不可耐的名字，向我自己作为一种警告
5770875341,y孙姜氏,214,2944,
5687665808,仇吉玉灬,108,888,平静的感受
5687682359,妮妮sqhaw,264,3021,荷塘亭避雨
6019753216,讲道饽饽改革,175,3846,
2233040210,天生壞男人,149,3168,
6015246682,贿孤单黑,166,3910,
6028617689,提点严明孜然,139,3750,
5406427864,雷同化丷,190,2791,隐约的痛
2890014587,宝你赞,283,3930,有谁为你心动，有谁为您担心虚伪的世界，所有人都虚伪的活着
6021124556,呆呆兔cruck,176,3842,我愿听从风的安排可惜它从来不按常理出牌 像极了你
5778538038,分案映鱼展,119,1698,
6004656164,胆大善静淑_Adair,75,1157,逊色的情
6019376486,想素太多小伙,214,3732,人生那么短，能牵手就不要并肩
6026483644,盼望微小HUG5,198,3717,
6019861664,花名门_,213,3985,即使心里清楚明白会有新的替代也会有恍惚的失落
6607045450,吴强747,60,782,穿越神灵的闲适
3563220327,蒙小萌二姐,172,4114,
5982356873,紫鸢扣,15769,5048,欢迎各位朋友
5966685821,爱夏亦初_,425,4754,
5533706452,狄记幕墙钢结构快乐生活,1313,857,幕墙钢结构设计施工专家
3266868183,薇赫眉型设计中心,910,2770,专业眉型设计，专业韩式定妆画眉、精细美睫线、水润红唇，北京/wechat:13810977381、天津/wechat:13388050576
5028546328,炎彬造型师,86156,1586,工作：艺人妆发  杂志  mv 私化 私人订制  联系vx: 815786313
2894059391,所学义Luther,134,1729,菜花黄
2739500652,李_小皓丶x_xx,223,2234,前世与今生的距离
5057606125,Xxx大大大王叫我来寻山双膝,273,4017,这里还有一片荒漠
2690712983,几个过客,223,4759,我绝不悲观我要争取多活我要为我们的社会主义祖国工作到生命的最后一息
5370920516,浮尘200311,85,104,
3303732897,iamh问话u-na,119,1765,我独自守候着岁月的轮回，等待那千年的梦
2568869865,jiang147的美丽人生,96,1001,
2702826867,欧阳依幕,85,1307,黄山落日
3986000229,传说的好妹妹,277,1287,紫陌红尘，几多相思梦回
2891693823,雪儿飞飞XEFF,110,1084,"眼睛永远不要为那些愚弄过你的人哭泣，用它来找寻
你的真命天子吧。"
5510725453,_Ant养护,88,3198,水调歌头
2900924897,Henry-陈开宇,107,127,台球    游泳
6357151011,葛乐欣Cornell,58,2049,当你爱的人不再爱你的时候
6615187803,梦醒花落__hermitz,39,429,
6385538222,将此发情虑,49,1496,寒冬里的暖
1974277781,sheng拉,195,5165,
6605068102,拿貞操換真鈔lhwant,63,1564,你不必逞强不必说谎懂你的人自然会知道你原本的模样
6606033711,哭過之後接著笑古城深巷旧少年,47,676,
6366220328,扮作父亲官儿,66,1951,
6608235071,彡茹静逸灬,65,978,
6601989405,友文柏丶恶毒,69,958,想去 就走
6385590582,郎秀媚乀,66,1868,黄叶飘落的季节
5286794991,天垲筱姗奕月,137,2810,
6611022249,老姝好丷,52,840,
6023624647,Xu幸子sweety,2574,1377,一个开心的女大学生
6610249619,是朕錯了_zhenmafan,44,515,
6379911068,议政脸色大省,108,1681,
6385894410,时段破产风物,102,1707,
6385878999,献丑两区抄本,104,1653,回忆
6359550371,不高复归红盘0,68,1711,
6383339438,桥英发_,57,1672,曾经相爱
6862727394,丶浅瞳丶_AndyHCJx,36,1334,
6380790055,大灯参事红道,36,1046,
6745585225,用户6745585225,113,2747,
6370776016,承悦662,70,1724,有个男孩的女友失足掉进水里，他急忙跳进水里去寻找
6346433283,毋语松这,106,1824,
6368859349,顾淑贞乚,66,1629,晴天
6358919454,宛菱肋,54,1245,
6221439024,蜕变易水血型7,62,1865,
6388504473,做媒坚挺三双fu,108,1885,
6518260778,clip单恋6518260778,283,4828,
5544599124,美丽誓颜比巴卜,12036,1181,QQ/微信：245900257 美丽誓颜芭莎红诚招合作伙伴！
6221214754,赫本成群而走,17,878,悼冥词
6383338737,层面不啻金钻,22,1026,
7010554343,惺卣筒暇禄749,53,3727,
7040109673,急韧耸孛菲113,42,4766,
3982138436,没你依然晴朗,332,1371,教育之于心灵，犹雕刻之于大理石
7075411714,喜猿酝孟倩830,33,4871,
6380065127,夥伴逃去赌债,118,3515,
6202864626,旅鼠声张顺民,173,4122,
6366398541,双子座的d18,165,3490,想你的时候你在想着谁呢？
7010363393,尘斗毫诳灼873,57,4896,
5752342758,r连年年,119,3512,
6024032684,爱吃慕斯的慕斯dreggy,183,3057,向来不是坚持的人何必执着到老死不相往来
6921985914,址苯盅烁局904,43,1272,
5999396173,哽咽汽摩岳飞,201,3270,
6005140573,防伪阿妹三爷,192,2805,黄昏
5746229681,危布凡Malcolm,163,3408,低调做人是一种高超的处世谋略，低调做人绝不意味着卑微
6035615129,四册计酬行令,157,3034,
5975264085,御姐晴雯范呵呵537,240,2971,丽江，我的故乡
6032318656,虚假哀怨兴3SKS,182,3428,
6300421475,迟暮西科洒脱L,106,3669,
5943407581,可悲地闽淼淼,222,3056,
5996140974,Array霉,186,2893,平民（外一章）
5992892670,敬暖梦乀,206,2978,走出人生的沼泽地
5969470810,惊吓忆恋惊恐,183,2970,
6035871547,不齐应力小豆,158,2962,
6215058114,起降治病第四,86,3480,
2614720592,纤弱地尚宏逸414,187,3579,现实是此岸，成功是彼岸，中间隔着湍急的河流，兴趣便是河上的桥，只要行动就可以通过
2158818811,Mr·熙,253,3600,遇上公主遇上爱---写给老婆的求爱日记
5764548832,岛国之夜u,192,4455,
6028168621,孤零零的光_,194,2924,你说过牵了手就算约定，但亲爱的那并不是爱情。
2885692517,炜的一见钟情,208,3228,请把微笑留下吧
5744764811,h硬度直,161,3512,
5944095295,束蔚蓝Phil,204,2837,最近的生活
5974793369,定俊远华贵,229,2936,做一个简单的人，踏实而务实
6012930867,缠绕蜡黄崇拜发4YA5,204,2964,
6023285969,橘子丶加葡萄,276,3085,我有一个只能看资料不能添加的好友
5941368257,取舍从办,179,3046,
6029866745,推掉这只力克,190,3221,
6859169020,aM卡布奇諾_Elva,64,1507,
5993794314,母书语乄谦和,198,3173,牵手来生
6638388538,暖若安阳_cole,132,4922,
6868647629,怨悔_QIUx,39,648,
6023686071,想请二层提水,173,2915,
6380937409,立法破产原味,104,3068,
6851072702,朱唇宦单崇_gxys,32,385,
6636757921,笨小蛋__rje,157,4860,
2102999433,度娘白痴不解释,196,4419,暹罗之恋
6301783463,拘捕夜空欠钱c,113,3390,
6201152885,张骞求出沙砾,153,3949,
5756575986,yinhexinweie,124,3148,
6362928002,坚强的d19958,107,3610,事已至此！
6376772684,阴平鲜血翻本,137,3211,
6300715379,撑起宋s鹰刀,87,2621,
6359725042,香容丢,107,3465,
6203240098,山石施琅桃树,121,3192,
6301795810,率达听候出国Lu,80,2413,放弃并不是坏事
6661833460,唯你是命_meilrlk,101,2189,
5554199699,鞋途人生架住,244,4185,别让自己活得太累应该学着想开、看淡，学着不强求，学着深藏
6028258276,吞_拿鱼爱阅读,153,1692,来日再聚 再把回忆下酒.
2685954947,碧落凝寒舞恮,103,848,
6654125384,用户6654125384,88,1456,
7202717207,LCgR2-黄飞鸿wed,28,2387,
6317403056,整齐骄市,107,2580,
6923220441,观澜荷塘月色010,77,4547,_
7009230925,了厦腔煞巴970,52,4888,
6283629892,醉梦流浪2020,3952,364,是否该波澜不惊 还是应该义无反顾向前
6301175790,续集计委舅舅s,126,2864,
6295123712,脱掉洗剂跑动sy,158,2751,
6847905394,W丶_贱止境,58,1307,
6903360382,ztq1826dj,56,920,
6863747644,用户307522049721,30,911,
6295125337,看在愈多施政p,161,2810,
6852385699,丹波辱晒_pquv,110,4855,听闻你后来混得风生水起 可我还是喜欢当初那个与世无争的你
6864618874,凉心少年_Chen26,97,1950,
6323812702,巧嘴楼递,151,3158,
6361732656,锐藻啃,103,1590,
6295095886,很香毛呢帽子BX,191,3559,
6300422616,河水狠下远出k,141,2646,
6609147551,用户2246224515,98,4959,
6712341446,用户6712341446,146,2744,
6575199467,余音未散___Jansny,151,4911,
6607954841,用户2200333476,42,2087,
6025427179,桐m宝,170,3807,整个世界你在就好 余生只望岁月静好
6298176720,凑钱严谨吮吸9M,163,3067,
6207785146,水肿请缨崇洋,98,2475,
5224587509,江满愁姐,1464,4878,育儿视频自媒体
6330062052,秀美953,132,3227,
6301787801,锥子颂扬并举u,161,3397,
6302958361,干瘦凤反,180,3123,
6317748519,耦合报国名节,113,2450,
6021310372,整洁单位夕颜恳0VMQ,96,2782,
5722293131,任教凸点海德,160,2822,
6202609729,卖空贫寒纯利,144,4033,
6353324250,4R21a2N74hm,168,2669,"这个人很懒,什么也没写!"
6587285607,用户0293556594,117,3895,
3956597552,白色蜡笔的婚礼坤,465,2224,朋友你好，麻烦你更换手机，现在这个手机号我用着呢，我需要注册，谢了。
1256552720,五头猪吃木头的秘密,235,4948,
2993154197,油小曾巧鱼坾,67,1378,
6295060757,唱吧狱警旅途6,186,2811,
6202774857,难色坠子吹出,158,3218,
6298087004,向高和善不复1,108,3306,
6301829131,乘隙数量剪去,134,3288,
6329992471,落寞常杆,171,2951,
5746137872,V赵采香也,165,2682,
6204144648,病魔颌骨机壳,146,3653,
6304662484,拍了一言仍未0,104,3725,
6539359330,Commitmetsul99,204,4901,
6334964542,穿行钢圈广西,159,2969,随感
6478478958,勤劳的水色6478478958,122,3585,
6462799344,回忆的怅然大魔王,165,4160,
6333572927,思恋Yvonne,219,3724,
6304163599,网间宣布疾书Ro,106,2817,
6297237959,金睛弊病运达O5,83,3423,
6304630149,至尾半球摊销a,139,3191,
6298292678,邱永昌客气,156,3307,在家靠父母，出外靠朋友
6202610836,联队鼻窦从小,123,3237,
6304864524,宠儿-散伙锰矿,85,2661,
6300463413,支票攥住不同8,139,2635,
1844214582,论文辛,610,1236,Por que no?
5894788564,清炒大白菜,65,538,
7306840013,建筑资质咨询316,5,237,
7038031831,北京华祐蒙泽服装服饰,10548,5551,主营：职业装定制，男女西装定制、礼服、工程制服等。服务电话：400-150-2542，www.huayoumengze.com
6989497685,皮哥1971,164,713,嘉陵江畔迎朝阳 昆仑山下送彩霞
3119885147,Gnaw莉,294,739,为了一个没有结果的结果而执着。。
3815969784,馨晓晓,1027475,8703,学微博，就到天使学“www.tianshixue.com”
5307763735,用户5307763735,22,26,"one way up, no way out!"
6588684322,用户6588684322,3,205,
2539389605,省钱助手丶,2202,564,领天猫优惠券，省钱购物
3942917446,爱上一座城从心开始,211,473,来不及化妆，至少来的及微笑.
3906420617,指尖上的信用卡,66080,16664,超级管家，积分兑换，预订机票，酒店，办理各种信用卡，免费领取pos机。VX: 1312338312
6770191549,lf小时候披床被单就为王106,147,81,，
7214514621,用户7214514621,16,803,
6497039686,潮鞋_王心凌,346,3947,亲善产生幸福，文明带来和谐。
6923333403,敌职秩滦辛852,43,4190,
6525503633,潮鞋驿站8074,388,3958,
6456770276,潮鞋驿站8049,298,4054,
6529115163,潮鞋驿站8099,1951,3954,
7009947469,绞坪沽的滦412,62,4447,
6065617489,牵绊你懂得_,16400,3961,微博不定时在线，Ｖ信：15659578690
7041444769,Nike潮鞋部落630,166,933,买鞋请加我Ｖ信: NB8620
6864168014,凌寒丶周z,58,3707,
6891072906,冉鼓运咆牡929,83,4933,
1442671777,喵本秒超晣,66,2771,
6884437530,用户4751029564,38,1483,
6883411998,消鱸丶dylls,60,1472,
6870526276,沧笙踏歌丶Rita,16,875,
6874836719,水墨年华丶ffay,26,822,
6862025722,与爱绝缘_dreamer,243,4835,
6409875758,胖妞儿杀手,369,2033,排骨精勿扰
6873583403,棠睢丶Tetley,12,430,
5720572651,华夏易道公司,354,1069,深圳市华夏易道管理咨询有限公司官方微博
6863637841,逗比症____Tina87,54,1694,
5693785937,UNHPSSCC-UN人类公仆精神,1168,6500,UNHPSSCC•联合国人类公仆精神文明委员会•HPSSPABOD•人类公仆神圣奖评审董事局·主席/ 注册：UNESCAP•联合国总部秘书处∥人类哲学•《中华宗谱》/
5446882417,旸瑫,407,1982,"一个烹文取暖,煮字疗饥的生活家. 文字散见报刊杂志及网媒. 微信公众号:旸瑫 QQ(微信)69421456"
6861182346,冰是睡着的水丶彡,100,1514,
2065274767,上海隆誉禄贸易,16871,11582,上海隆誉禄贸易有限公司
5818928760,只想当仙女吖,131,161,
6667121972,励志做一个早起的小仙女,115,692,念念不忘，必有回响
6498188089,悠悠岁月-v,328,834,不悔过去~不惧未来~不负当下
6734061944,愿我长如少年时,328,114,
6403231907,西安唯一视觉婚纱摄影工作室,11330,596,西安唯一视觉婚纱摄影官方微博
6017294912,西安费司婚纱摄影,83332,17794,西安费司婚纱摄影官方微博
5780840927,西安FACE摄影,205,3198,西安费司婚纱摄影
5623053584,哎呦添妈,888,665,北京迅猛时代科技发展有限公司 贾秀玲
6024053472,懈怠的仵丨棂镳Zero,106,1390,人的最高境界：把自己当别人，把别人当自己
5777377687,魂图仆羊沉,182,2937,
5996008087,叶思怡马虎,200,2968,岛城的雪
5178576387,原来都是巴哥我以为z,263,2782,时
2701509665,都变成纪念吧,124,2129,一切顺其自然，越简单越幸福
6029537612,阿根廷不夺冠不改胸腔名字,248,2343,梧桐香里是故乡
1769248384,鲍采莲_689,184,3197,
6025767246,Array肌瘤,313,3080,泪水，化成雨下满天
5999371624,博维酥油十位,211,2773,
3164091367,牛仔啊牛仔,281,2499,人生世上风波险，一日风波十二时
3234205191,吾乃中国攻夫,389,1953,木筏
3108594815,甜果卡卡露,447,2356,— 从这一刻不在相信爱情、只学会了如何欺骗
3085119411,哥的贴丶不骂人,392,2102,思念，漫步在寂静的深夜
2882629613,新兴幽灵,771,2410,"　　　　　　　　　　　　 刘易阳说：有童佳倩的地方, 才是我刘易阳的家"
2944817015,暗示呗,271,1580,人生，一半半
1830637067,之国乁,461,2210,祝福你；有了幸福的恋爱
3965382846,都市不眠夜潮水,323,1548,艳阳的力量
2693995105,·乄·霛·,270,1314,记住，不是所有人都是真心所以，不要那么轻易的就去相信
3069648553,何以如旧颜,364,2057,爱情不是花荫下的甜言，不是桃花源中的密语，不是轻绵的眼泪，更不是死硬的强迫，爱情是建立在共同的基础上的
3970969905,芳香的理疗,368,1229,书籍是人类思想的宝库
3060135323,此吧人真欠,329,1625,从猎鹰人说开去
3987577071,醐撸娃,294,1495,别再，让泪水滑过你的脸
3992235448,坚持到底sada,384,1545,生命是一种过程而不是一个目的
2829251433,小徕山,652,2218,一封永远不会寄出去的分手信
2884451027,同意并提交啊,535,1810,我想知道这些仓皇南飞的大雁带走了谁的思念
2940505423,橙色的路灯,576,1509,谨以此诗献给六年前因患精神病而离家出走的三叔
6299245851,创小胜倍率8,109,3564,
6029458102,Array先占,179,3044,难得闲情来赏雪
6027100607,循环样了试训,172,2747,
6025970492,练绍丽_714,158,2623,感动不是心动 将就不是合适 你要清楚这一点就不会那么难放手
6034655710,潘衫后思春吵,171,2745,
6026929132,暗门议案沾着,170,2851,
6034406344,介飞语364,224,2816,溶溶月华寄诗情
6357371268,德法亚历本息,78,1287,
6023840886,七年年的细爱,141,1827,爱很简单 三分喜欢 七分珍惜
6015686375,懦弱贝博赡Lee,178,2237,破镜重圆终有痕
2884377617,虎一嘉乚,188,3692,包容不涉底限的所有
6023422576,也是水寒plute,167,3201,"眼泪不适合与爱情配对,总有一天你会为它后悔"
6035167977,归位熟了偶像,190,2903,
6026985622,绝魄heckle,213,3060,我喜欢来日方长这个词 它总不会让我失望.
5969864765,文弱情恋绚,178,2919,
5722369426,打杀而坐旅游,141,3393,
6027524209,粉红孤独绚烂花4GJ2,148,4082,
5992994744,乏味蒙飞鸿乀,218,3162,第1314个漂流瓶
6005828101,Ene777L,200,3192,在你没有任何喜欢的人的时候 过得是最轻松快乐的 尽管偶尔会觉得孤单了点
5943802914,花红才做失调,197,3259,
2823322351,是否忘记_,236,3266,正如故乡是用来怀念的，青春就是用来追忆的
2834686591,馬荚士兵2,211,3390,缘聚缘散，红尘如梦
6366334209,古怪的l1333,174,3476,必然而然
6363396997,静南斥,115,3106,
6365739417,神甲大恒气功,90,2505,
6302958121,那条逼问黑莓R,132,3737,
2886689731,韩竹萱店员,281,4204,百度直接面对终端客户，用的人多了，自然会对你有兴趣，然后媒体就来了——这是工作的需要”
5746491482,心情郁郁n,160,3504,
6301175996,采掘话儿吓着db,170,3823,
6340793499,侮辱心悸有章,133,3599,
6202599612,黄历箴言神明,130,4179,
6212735875,际遇谓语长亭,174,4128,
6203491543,养猫基色成大,93,3131,
1805222061,飘风2262,213,5005,
5716733904,沙漠人-李海玲Ie,165,2407,送给我想的人和想我的人
6375704611,魁梧地杨璠瑜,112,3190,
6376771647,善变荧屏志明,114,3340,青春飞扬，梦想起航
5719502155,破土的豆苗2H,187,3418,静夜如诗……
6304246495,霜蔓蔓He,111,3404,
5716610338,司空嘉盛主动,152,3166,那一段血浓于水
6300582901,北媚人河豚9K,104,3247,
6364819057,olivan金宝宝水灵灵,119,3338,
6380153474,宠溺贴歌兹,120,3119,
6380150987,可做纠察名号gh,127,3240,
2889380275,牛肉米粉培训,238,5006,故乡，故土，故人
5991927783,玉猴年面小飞龙00,256,2909,小妖学骑车
6300922588,新著有点刷牙t,115,3542,
6375663120,自娱圈地秋阳,107,3490,
6374977623,象永怡丨端庄,141,3261,槐花香漫故乡情
5743055074,叁眼籽I,135,2468,
3912719172,仅秒秒白蜡,250,4576,"人只有献身社会,才能找出那实际上是短暂而有风险的生命的意义"
6203238384,泵阀勋王位e-,86,3274,
5964214786,顾裳河内,204,2798,
6291345216,可在男婴匠心5,109,3241,
5963761629,微小天高昼夜思,223,2977,
6380066494,遇敌仲秋打进1,163,3492,
6352166991,怎知它会娇躯,136,3580,唇齿相依关共运，戚欣与共胜天伦
2087978771,老毕日记,288,3276,
5964090671,浴兰多少花粉,219,3101,
6301754052,我恨劈手自编YL,108,3381,
5203737687,萌宠生活头条榜,9696630,710,美女帅哥资讯博主 萌宠视频自媒体
5950052572,欧跨限欧初宪,51,1024,
5969802976,寥寂激情K80Y,172,2736,
3025968285,含片虐待换气,176,2867,
5997921152,省市丫脚本,174,2820,
